person swinging baseball bat baseball bat bat bat,person swinging baseball bat
person standing on pavement pavement pavement pavement pavement pavement,person standing on pavement-merged
sky-other-other-sky over-sky over-sky over-,sky-other-merged over tree-merged
person sitting on bench beside bench,person touching towel
person standing on playing playing playingfieldfieldfield,person standing on playingfield
cat standing on grass on grass grass grass grass grassgedgedgedgedged,cat standing on grass-merged
giraffe looking at front of giraffe at giraffeaffeaffeaffe,giraffe looking at giraffe
sky-other----mer-mer-mer-mer-,sky-other-merged over person
person standing on skateboardboardboardboardboardboardboardboardboard,person standing on skateboard
person playing skateboardboardboardboardboardboardboardboardboardboardboardboard,person looking at skateboard
person standing beside person on chair,person looking at person
car driving on road on road,car on road
person in front of window beside window beside-otherotherotherother,person in front of mirror-stuff
person standing on playing playing playingfield playingfield,person standing on playingfield
person hanging from ceiling light light light-light-light-light-light,person in front of light
person holding tennis racket racket racket racket racket racket racket,person swinging tennis racket
tree-tree-mer-gedgedgedged-tree-tree-,tree-merged enclosing person
handbag attached to person to person,pizza attached to person
person touching paper on table table table table table,person sitting on blanket
bear sitting on grass on-merged-gedgedgedgedgedged,bear sitting on grass-merged
tree-treegedgedgedgedgedgedgedgedgedgedgedged,tree-merged attached to gravel
person holding handbagbagbagbagbagbagbagbagbag,person drinking fire hydrant
person about to to hit hit sports sports sports sports sports sports,person about to hit sports ball
skis on snow on snow on snow,snowboard on snow
stairs attached to to stairs to stairs stairs stairs stairs stairs stairs stairs stairs stairs,stairs attached to stairs
elephant walking on dirt dirt dirt dirt dirtmergedgedgedgedged,elephant sitting on dirt-merged
road beside tree beside tree beside tree beside tree beside treegedgedgedged,road on tree-merged
bird flying over sand on sand,bird flying over sand
person sitting on chair on chair,person sitting on couch
cupboard leaning to wall beside wall-otherotherotherotherotherotherother,person in front of wall-other-merged
zebra standing on grass grass grass grass grassgedgedgedgedgedged,zebra over grass-merged
bird standing on tree on tree-mer-mer-mergedgedged,bird looking at sky-other-merged
person in boat on,boat driving boat
person holding baseball bat holding bat bat bat bat,person holding baseball bat
person playing with surfboardboardboardboardboardboard,person falling off surfboard
person riding motorcycle motorcycle,person riding motorcycle
sky-other----mer- over grass over grass over-,sky-other-merged over grass-merged
bear lying on rock on-otherotherother,bear in river
sky-other-----ged- cow- cow- cow,sky-other-merged over horse
person standing on skis skis skis skis,person standing on skis
sky-other-other-sky-sky over-sky over,sky-other-merged over person
sky-other----mer- over- sea-,sky-other-merged over sea
car parked on pavement beside pavement beside-mergedgedgedgedgedged,car on pavement-merged
sky-other-----ged-ged- person looking at,sky-other-merged over person
bird looking at sea on,bird looking at sea
person beside person beside person beside,person talking to person
person holding book at bookbag,person looking at laptop
person sitting on bench on bench,person in front of bench
person holding handbagbagbagbagbagbagbagbagbagbag,person carrying handbag
umbrellarella attached to person beside person,umbrella over person
window-blind hanging from wall in window-blind-otherotherotherother,window-other on wall-other-merged
cat looking at car on,cat beside car
tv on shelf beside shelf beside shelf beside shelf,tv on shelf
person standing on playing playing playingfieldfieldfieldfield,person standing on playingfield
person sitting on chair on chair,person sitting on bench
person sitting on train on train,sky-other-merged on train
bus parked on on road on road,truck driving on road
horse beside horse beside,cow in front of cow
person beside person beside person,person in front of person
person carrying backpack carrying skis,person carrying backpack
laptop beside laptop on,laptop beside cat
person jumping over platform platform platform platform platform platform platform platform platform platform,person standing on floor-other-merged
person looking at at sea,person looking at sea
person standing on sea sea,person looking at sea
person sitting on boat on river,person on boat
person standing on grass on grass grass-mergedgedgedgedgedged,person standing on grass-merged
grass-grass enclosing enclosing enclosingosing grass-mergedged,grass-merged attached to sheep
person on bicycle beside handbagbagbagbagbagbagbagbag,person riding motorcycle
